,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23/02/2017,-2.5625,-8.9922,-14.328,2.0742,2.6602,9.7734,3.4395,2.6035,2.0938,4.6133,2.541,3.6035,0.85596,3.4414,3.8691,-4.7773,-8.6562,4.582,-5.8555,-3.2402,-5.4531,-6.1484,-5.5898,-2.8848,-1.6191,-2.3301,-2.6758,-1.7666,-11.648,-9.5547,-3.5547,-7.7383,-4.8984,-9.9844,-11.25,-10.336,-7.4688,2.0586,2.9375,-6.0742,-5.6094,-8.2344,-5.5273,3.666,-17.281,-15.141,3.6934,-0.59521,1.6367,-24.141,-3.3145,2.7109,-18.688,0.4397,-2.3438,-4.0312,-2.3711,-3.3438,4.0586,-3.2168,-1.8828,0.25,0.63379,-10.477,1.2236,1.9307,-16.953,1.5264,5.8242,2.3105,-5.8555,-4.6406,-8.2656,-5.5469,-13.852,-10.742,4.6914,4.7734,-8.0625,-9.1641,-3.9609,0.67041,-2.1055,-2.5898,-3.1426,-9.8672,-10.422,-1.9189,0.11041,-0.51611,4.7344,3.5527,3.1211,3.0508,6.9727,4.9336,-13.203
,01/03/2017,-2.0703,-9.5156,-14.719,2.9805,2.7949,8.5312,3.832,3.1016,1.9248,3.4727,2.4141,3.957,0.91846,3.3066,4.3945,-5.0742,-8.7031,4.4648,-5.6562,-2.9434,-4.4844,-5.0664,-4.6914,-2.1543,-0.87744,-2.0254,-2.4141,-1.6953,-9.7422,-8.7422,-3.4121,-7.082,-4.543,-9.0703,-10.242,-9.2422,-7.1562,2.2559,3.0371,-5.6562,-5.9883,-8.1016,-5.2773,4.1055,-15.438,-13.445,3.5723,-1.3594,1.2061,-23.344,-5.0586,3.1855,-18.828,0.64551,-2.5391,-4.0039,-2.6328,-3.5449,3.8066,-3.9199,-1.7617,-0.80811,0.2179,-10.727,1.4141,1.75,-16.203,1.667,5.4727,2.8398,-6.1211,-4.8242,-7.957,-5.4766,-14.016,-10.422,3.8047,3.373,-8.1406,-9.0312,-3.5449,-0.43042,-2.1914,-2.6719,-3.0508,-9.25,-9.5469,-2.0332,-0.26367,0.27881,5.2383,3.7246,3.4375,3.0449,6.9023,4.3711,-12.391
,07/03/2017,-1.8613,-10.672,-15.094,3.4434,2.291,6.3125,3.582,3.0566,1.752,1.5186,2.3164,4.1758,1.1377,2.7539,4.5117,-4.2188,-7.7266,3.6074,-5.4414,-2.584,-3.8652,-4.9336,-4.1523,-1.8623,-0.74609,-1.7334,-1.9131,-1.4043,-8.1172,-7.1523,-3,-5.582,-4.4258,-7.7734,-9.9844,-8.8203,-6.3828,2.123,3.6406,-4.5469,-4.1367,-8.3906,-5.2422,4.7539,-12.82,-10.961,3.2207,-2.7285,1.1113,-20.391,-5.668,1.5449,-18.891,0.070679,-2.4355,-4.207,-3.2246,-3.9531,3.373,-4.4805,-1.8213,-1.4453,-0.079346,-11.641,1.6279,1.7393,-15.523,1.7598,4.457,1.8652,-6.6445,-5.1797,-8.3438,-5.582,-13.984,-9.6797,3.9727,2.4707,-7.8789,-8.6406,-3.3047,-1.0293,-2.6484,-3.0176,-3.0352,-8.1641,-8.3281,-2.5762,-1.417,-0.21069,5.2695,3.8223,3.4668,2.9219,6.2734,3.832,-12.82
,13/03/2017,-2.2402,-13,-16.359,3.0078,0.9292,3.4492,2.4355,2.332,0.73975,-0.32446,1.3984,3.4414,0.10443,1.5166,3.5938,-3.0625,-7.2422,2.2109,-5.8867,-2.748,-2.7949,-4.3516,-3.4395,-1.4893,-0.47363,-0.87646,-1.1152,-1.6162,-6.5352,-4.9414,-2.8418,-4.4531,-5.1328,-6.5898,-9.2266,-8.1484,-5.4219,1.666,2.4102,-3.834,-3.707,-9.3438,-5.6953,4.8008,-10.695,-9.8203,1.8389,-5.0703,0.78418,-18.562,-7.2539,-1.4951,-17.562,-1.6328,-3.1895,-5.1172,-4.5078,-4.9961,2.9785,-5.3906,-2.6562,-2.7383,-1.3662,-13.242,1.0781,0.77881,-14.484,1.5732,2.6914,0.79736,-7.2266,-5.7617,-8.8516,-5.918,-12.523,-9.3984,3.9785,1.5166,-7.8906,-8.3438,-4.043,-2.5723,-3.8574,-4.0898,-3.6582,-7.5352,-7.1719,-3.6191,-2.8125,-1.7773,4.668,3.6621,2.9922,2.5078,5.3984,3.0664,-10.914
,19/03/2017,-3.166,-14.422,-17.594,2.2324,0.0011969,-0.042908,0.76709,0.78223,-0.50049,-2.4609,0.023239,2.0156,-1.1279,-0.083191,1.8477,-0.5376,-6.4727,0.6543,-5.8008,-2.8086,-2.7227,-4.7031,-3.5508,-1.7471,-0.7998,-0.19104,0.05899,-1.4414,-6.1602,-2.7246,-2.3535,-3.3926,-5.3633,-5.3594,-9.8203,-8.6484,-4.6484,0.69141,1.2432,-3.1543,-4.6875,-8.7578,-5.918,4.3633,-8.6172,-8.1953,0.77881,-7.7734,1.1973,-16.25,-9.8984,-4.8359,-17.078,-3.416,-4.1211,-6.082,-5.7773,-6.1055,2.3105,-6.2344,-3.8145,-3.6504,-2.6875,-15.039,0.35107,-0.14258,-14.125,0.024994,0.70947,-0.73779,-7.7734,-6.2422,-10.031,-6.7188,-11.531,-9.2188,3.2207,0.72998,-7.7461,-8.0547,-5.3789,-4.1328,-5.2695,-5.3594,-4.8086,-7.2695,-6.332,-4.9062,-4.25,-3.9551,3.6543,2.5996,2.3926,1.8467,4.0508,2.3652,-9.7734
,25/03/2017,-3.7246,-15.578,-18.953,1.8867,-0.51758,-3.1562,-0.55664,-0.11414,-1.7832,-3.9805,-1.5723,0.47266,-2.5039,-1.29,0.38843,1.542,-5.9023,0.24622,-5.0977,-2.6738,-2.4219,-4.1211,-3.4863,-1.6475,-0.61426,0.55664,1.127,-0.69141,-5.3633,-0.46802,-1.9951,-2.3398,-5.4336,-3.8809,-9.4844,-8.5703,-3.709,-0.25732,-0.57178,-3.0273,-6.8945,-8.6953,-5.957,3.2031,-7.3789,-7.0312,-0.53711,-10.289,0.83936,-15.039,-13.539,-6.7578,-15.672,-4.8008,-5.2812,-6.8633,-6.707,-6.7852,2.1797,-7.457,-4.6758,-4.8164,-3.8945,-16.125,-0.35327,-1.1006,-13.898,-2.1406,-0.9873,-2.1758,-7.9727,-6.6641,-10.406,-7.7266,-10.523,-8.7344,2.0586,0.20557,-7.5781,-7.8438,-7.4844,-7.0039,-7.3672,-7.4414,-6.9609,-7.1445,-6.0195,-6.4844,-5.7812,-5.8281,2.4434,2.0527,1.6719,1.2217,3.1934,1.8701,-8.4531
,31/03/2017,-3.1758,-15.367,-19.516,2.4062,0.27026,-4.8594,-0.98291,-0.61523,-1.917,-4.7188,-2.1855,-0.12622,-2.6992,-1.9756,-0.19714,4.1445,-4.4922,0.13623,-3.416,-1.8516,-1.6289,-2.7656,-3.2227,-1.1074,-0.093262,1.25,2.4375,0.96191,-4.9531,1.1162,-1.1436,-0.90674,-4.1094,-2.1328,-8.6875,-7.9961,-2.6289,-1.0645,-1.0977,-2.2461,-7.6445,-7.4688,-5.3516,2.6328,-6.5312,-5.7969,-0.62158,-10.961,0.089233,-13.695,-15.133,-6.957,-15.195,-4.918,-5.4023,-6.6133,-6.4336,-6.3477,1.9268,-7.7227,-4.8633,-5.3828,-5.0586,-16.297,-0.13245,-0.80664,-13.148,-3.8594,-2.1328,-2.7363,-8.0391,-6.8516,-9.75,-8.4297,-10.047,-7.1875,1.2812,0.50879,-6.8672,-7.2461,-8.9766,-9.1016,-8.8828,-9.0625,-8.8438,-6.8164,-5.8633,-7.4883,-6.9023,-6.9258,1.6143,1.9902,1.5645,1.1338,2.5273,1.8076,-7.6953
,06/04/2017,-1.6562,-16.375,-19.828,1.7529,0.076294,-4.0547,-0.17151,-0.066406,-1.127,-3.9492,-1.9492,0.23743,-1.9639,-1.7852,0.16614,6.0781,-2.5996,-0.60156,-1.6562,-0.77979,1.0264,0.31396,-1.6855,0.72656,1.7109,3.1504,4.8672,3.3164,-3.7773,2.8203,-0.47095,0.33008,-1.4678,-0.47144,-5.8086,-5.543,-1.2422,-0.70361,-0.86865,-0.92383,-5.8359,-5.5625,-4.0781,3.0078,-5.8672,-4.8984,-0.70752,-10.883,-1.1855,-12.672,-15.148,-4.9492,-13.656,-4.6328,-4.8945,-5.8359,-5.5586,-4.9961,2.459,-7.5469,-3.9512,-6.2461,-6.543,-16.047,0.55029,-0.20386,-11.125,-4.0664,-2.7949,-2.8145,-8.3203,-7.3398,-7.6172,-8.1016,-9.0078,-4.7812,1.2393,1.1846,-6.1016,-6.4648,-10.305,-12.016,-9.9609,-10.297,-10.023,-6.3281,-5.4961,-8.3906,-8.6172,-7.8398,1.209,2.5957,1.5469,1.2441,2.6875,1.8252,-5.418
,12/04/2017,0.16711,-16.578,-19.484,0.82031,0.44995,-2.4863,0.98242,0.69873,0.44775,-2.5391,-0.89893,1.25,-0.43652,-1.3691,0.83594,7.6992,-0.7583,-1.1709,-0.038361,0.42578,3.7676,3.4863,0.16431,2.7715,3.5781,5.6602,8.3672,6.2773,-3.2578,4.1406,0.41992,0.90771,1.8584,1.001,-3.0195,-2.8594,0.20544,0.33032,0.47485,0.75293,-2.957,-2.5195,-2.4414,4.4062,-5.2852,-4.4297,0.35938,-9.5781,-1.1328,-12.117,-13.805,-2.8066,-12.484,-3.5469,-3.4824,-4.4492,-4.1562,-3.2422,2.2207,-6.3516,-2.7148,-6.6992,-8.0703,-15.008,1.6787,1.0977,-8.8438,-2.793,-2.8398,-1.8623,-8.3516,-7.3867,-5.4688,-6.9961,-7.6758,-2.7617,1.2129,1.8145,-5.0508,-5.2539,-10.789,-12.922,-9.5547,-9.9375,-9.4453,-5.875,-4.9219,-8.2891,-9.0781,-7.5664,1.3389,3.0703,2.0781,1.9365,3.2266,2.3027,-3.125
,18/04/2017,1.4219,-17.125,-19.328,-2.1562,0.51025,-1.4932,1.9307,2.0039,1.7695,-0.99805,0.45166,2.4648,0.64258,-0.47461,1.9482,8.2109,0.37061,-1.9014,0.8916,1.0322,6.168,6.7188,2.0156,4.5664,5.2617,7.2344,10.43,7.5273,-1.5439,4.9688,0.96191,-0.11182,4.4648,1.8984,-0.17334,-0.17139,1.1914,1.4414,1.2441,1.9717,-0.54639,-0.25537,-0.82764,5.2031,-4.7227,-4.2578,1.0889,-8.8438,-0.10089,-11.82,-12.828,-1.2734,-11.18,-1.9463,-2.4473,-3.3691,-3.2441,-2.2344,2.0547,-5.418,-1.3506,-6.4883,-8.1484,-14.008,2.5586,1.8223,-6.5078,-1.3652,-2.3555,-0.49609,-7.875,-7.0391,-3.0977,-5.4258,-6.9844,-1.2168,1.1211,1.9785,-4.3125,-4.1562,-11.531,-13.141,-8.7031,-9.0469,-8.375,-5.4219,-4.6484,-7.9102,-9.0547,-7.1719,2.1094,3.502,2.6113,2.6895,3.9844,3.0391,-1.1152
,24/04/2017,2.0527,-16.812,-19.281,-2.6816,0.69238,-1.7139,1.9229,2.4258,1.8828,-0.82715,0.97656,2.8262,0.74463,-0.26587,2.4453,7.8516,0.90869,-1.4023,1.5156,1.209,6.5859,7.6211,2.4863,4.9805,5.5664,7.6953,11.008,8.1562,-0.46143,5.2227,1.1846,-0.86963,4.9766,2.4277,0.6792,0.54834,1.7988,1.4297,1.3486,2.5977,-0.35352,0.58154,-0.29492,4.7695,-4.5312,-4.2617,1.2773,-8.6953,0.45142,-11.898,-12.562,-1.8799,-10.68,-0.68115,-2.0547,-3.0527,-3.1777,-2.4922,2.1309,-5.0078,-1.418,-6.3906,-7.3516,-13.477,2.8828,2.0723,-5.8789,-0.75928,-1.8486,0.64404,-6.8359,-6.082,-2.2461,-5.3633,-6.8516,-0.62012,1.1826,2.0527,-3.502,-3.0996,-11.359,-12.016,-8.4453,-8.7734,-8.0625,-4.8945,-4.3789,-7.0977,-8.0625,-6.4023,2.4844,3.7266,3.041,3.2422,3.9531,3.7441,-0.86279
,30/04/2017,1.4365,-17.547,-19.75,-3.2344,-0.065186,-2.5273,1.4463,2.1445,1.1035,-1.3096,0.771,2.6172,-0.1167,-0.48682,2.3945,7.3945,1.374,-2.1855,1.9004,0.69287,6.6992,7.7617,2.4473,4.8008,5.3203,6.7773,9.625,6.9102,0.79443,4.7266,1.2109,-1.1406,4.1875,1.9473,0.92139,0.5957,1.1523,0.67773,0.60254,2.8125,-1.0986,0.089233,-0.67969,3.6719,-5.0273,-5.0195,0.54004,-9.3281,-0.3916,-12.812,-12.32,-3.0605,-10.82,-0.56445,-2.8867,-3.8125,-4.2891,-3.6523,2.0371,-5.9023,-2.4688,-7.0938,-7.1094,-14.68,2.2227,0.94092,-5.6641,-2.002,-2.082,0.77393,-6.2812,-5.7773,-1.9277,-5.6797,-7.1523,-0.62305,1.083,1.7529,-3.5273,-2.7695,-11.039,-12.156,-8.6797,-8.8906,-8.125,-4.7656,-4.875,-6.9492,-7.6914,-6.4141,2.5234,3.7539,2.8301,2.9395,3.084,3.3887,-1.0537
,06/05/2017,0.31299,-18.891,-20.234,-2.1367,-2.0039,-2.8086,0.6333,0.96143,-0.53809,-2.6348,-0.64111,1.4873,-1.3242,-1.5518,1.1543,7.1055,2.1309,-2.3281,2.6016,0.37744,6.1602,6.9922,1.9893,4.125,4.4727,6.1875,8.3359,6.2617,1.1113,4.3008,1.2617,0.32739,3.0039,1.4092,-0.070557,-0.37866,0.17859,-0.45923,-0.28833,2.8535,-1.8057,-1.3652,-1.8428,2.502,-6.1094,-5.8789,-0.79932,-10.711,-2.207,-13.719,-12.836,-4.8047,-11.188,-2.1914,-4.2422,-5.2578,-5.8789,-5.0156,1.8252,-7.4727,-4.4609,-8.6406,-7.8828,-16.703,0.84277,-0.59473,-6.7617,-4.2695,-3.3887,-0.45703,-6.9492,-6.5898,-3.4414,-6.7188,-7.6914,-1.1191,1.1855,1.5312,-3.9941,-3.1523,-11.164,-13.141,-9.9531,-10.078,-9.1016,-5.1289,-5.4805,-7.5703,-8.0234,-6.7969,1.2617,2.5879,1.7607,1.7061,1.2314,1.9375,-2.1934
,12/05/2017,-0.73633,-20.375,-21.109,-2.8672,-3.7891,-3.3457,-0.27075,-0.21008,-1.9678,-3.3672,-2.0566,0.30078,-2.5371,-2.3691,-0.38452,7.4805,3.002,-3.0156,3.0234,0.4436,6.5586,8.3516,2.4375,4.1523,4.3281,5.7305,7.6797,5.5273,1.4932,4.1484,1.4678,0.72461,2.2754,0.56592,-0.099731,-0.17285,-1.04,-1.3115,-1.207,2.5117,-0.94141,-2.2852,-2.3848,1.7617,-7.1914,-6.875,-1.584,-12.219,-3.4629,-14.359,-13.406,-5.2578,-11.836,-4.4883,-5.6875,-6.668,-7.6875,-6.375,-0.034821,-9.1094,-6.2148,-10.164,-10.008,-18.484,-0.49219,-2.1328,-6.5195,-6.2188,-4.6367,-2.0469,-8.4375,-8.2812,-5.5,-7.2852,-8.1797,-1.6016,1.0742,1.1016,-5,-3.9844,-13.375,-14.68,-11.578,-11.492,-10.359,-5.8711,-7.0078,-8.875,-9.0234,-7.8672,0.29224,1.2949,0.49146,0.31201,-0.32153,0.35791,-2.584
,18/05/2017,-0.54736,-21.438,-21.75,-4.125,-4.6367,-3.6992,-1.2139,-1.4258,-3.2227,-3.8828,-3.252,-1.0713,-3.4844,-3.0449,-1.7031,7.7383,4.0859,-2.2246,3.7109,0.90918,6.2812,8.7734,2.9707,4.082,4.2383,5.543,6.8555,4.7578,1.5352,4.2656,2.2246,0.25293,2.2734,0.27075,-0.53418,-0.60986,-0.82812,-2.416,-2.0762,2.9004,-0.86133,-3.0957,-2.2598,1.0977,-7.3633,-6.9062,-2.3066,-14.539,-3.8281,-13.578,-14.805,-5.9961,-12.281,-5.9688,-6.6328,-7.5117,-8.5469,-7.3086,-1.0527,-9.5156,-7.6289,-10.352,-10.484,-19.094,-1.0205,-2.4727,-6.8047,-6.0273,-4.8906,-2.4062,-10.25,-10.055,-7.6172,-8.7188,-8.9844,-0.74902,-0.52637,-0.13464,-5.1055,-4.4102,-15.766,-16.359,-13.695,-13.789,-12.938,-5.7383,-6.9453,-10.352,-10.039,-9.0938,-0.36523,-0.24963,-0.46338,-0.58691,-1.3076,-0.28271,-3.0156
,24/05/2017,0.17749,-21.547,-22.188,-5.5039,-3.9844,-3.9004,-1.708,-2.3438,-3.7539,-3.6992,-3.6328,-1.9404,-3.9414,-3.0723,-2.1895,8.0469,4.8594,-1.0283,4.0312,1.4688,6.4102,9.4766,3.9688,4.6484,4.918,5.7188,6.5547,4.332,1.8369,4.1641,3.1113,-0.33423,2.8223,0.25146,-0.22778,-0.3667,-0.11591,-3.127,-2.6367,3.2852,-1.3506,-2.6699,-1.3086,0.52734,-6.832,-6.543,-2.6895,-16.297,-3.5312,-12.406,-15.555,-5.2812,-12.859,-7.0195,-6.9766,-7.6836,-8.6484,-7.4414,-1.9912,-9.1797,-8.1094,-9.8125,-10.148,-18.344,-0.73438,-2.1738,-5.8047,-4.6016,-3.9531,-1.6846,-11.016,-10.82,-9.4453,-9.875,-9.1484,0.20886,-1.9492,-1.373,-4.3906,-3.8789,-16.984,-17.125,-14.617,-14.883,-14.328,-4.6797,-6.3047,-11.086,-10.422,-10.133,0.36792,-0.098938,-0.49292,-0.45532,-0.98193,0.14868,-2.5977
,30/05/2017,0.84863,-21.453,-22.109,-5.7227,-2.6133,-2.6699,-1.2266,-2.9414,-3.7305,-3.4531,-3.4473,-2.2734,-3.752,-2.7266,-1.791,7.8242,5.043,0.35791,4.3281,1.6895,6.1602,8.9844,4.6133,5.0547,5.3711,6.0156,5.6758,3.9727,1.3145,3.4512,3.9121,-0.29272,3.0781,0.19885,-0.5918,-0.70557,0.91943,-3.5469,-2.5898,3.75,-2.2188,-2.5137,-0.57959,0.73193,-6.8828,-6.7227,-2.6328,-16.844,-3.1035,-11.781,-15.727,-5.2812,-12.812,-6.7891,-6.8906,-7.3867,-7.8906,-7.1289,-2.1895,-8.2266,-8.0469,-8.6406,-8.1094,-17,-0.27808,-1.5508,-6.168,-2.2891,-2.5312,-0.20959,-11.133,-10.773,-9.8984,-10.289,-8.8359,1.3838,-3.2871,-2.5176,-3.1777,-2.9121,-15.883,-17.234,-14.242,-14.805,-14.781,-3.752,-4.5508,-11.023,-10.242,-10.453,1.1123,0.22571,-0.0094528,0.22388,-0.29541,0.71484,-2.4199
,05/06/2017,0.70947,-21.109,-22.391,-4.9648,-2.1602,-1.2256,-0.33569,-2.8457,-3.5195,-3.3809,-3.332,-2.0898,-3.4238,-2.502,-1.5703,7.6875,4.4023,0.7207,3.8516,1.8809,7.0742,10.234,5.3594,5.9922,6.1914,6.7266,5.9062,4.7305,1.1895,2.8105,3.3867,1.1309,2.9512,0.13159,-0.078247,0.32764,0.37915,-3.3008,-1.8789,2.8926,-1.2666,-1.3691,-0.067871,1.5225,-7.7148,-7.1836,-2.6055,-15.961,-3.2559,-11.664,-15.711,-4.1094,-12.852,-6.3086,-6.7695,-7.2305,-7.6133,-7.1484,-2.5547,-8.1016,-7.3203,-8.75,-7.6367,-15.734,0.039032,-1.3838,-5.6055,-1.334,-1.8545,0.52734,-10.672,-10.328,-11.133,-9.9062,-8.0938,0.72314,-1.9561,-2.0723,-2.8086,-2.3633,-14.82,-16.094,-13.648,-14.281,-14.445,-3.7363,-4.4766,-10.594,-10.023,-10.641,1.7285,0.85742,0.34424,0.60596,0.30396,0.25684,-1.7139
,11/06/2017,0.11725,-21.359,-22.859,-4.2812,-2.2441,-0.056366,0.37964,-2.6953,-3.3223,-3.7266,-3.4551,-2.0586,-3.1465,-3.1172,-1.8516,7.0859,3.9043,0.0084,3.4766,1.4189,7.4883,10.633,5.1055,6.1953,6.3086,6.4219,5.6875,4.5977,-0.10425,2.4551,2.6172,2.0117,2.1035,-0.62012,-0.28101,0.62061,-0.60205,-3.0312,-1.3037,2.2617,-0.40576,-1.1699,-0.38062,3.2461,-8.9375,-7.8203,-2.5703,-14.758,-3.3789,-12.453,-15.969,-5.3711,-12.5,-4.7031,-6.9102,-7.2812,-7.6641,-7.8633,-2.5312,-8.1406,-7.1484,-9.2734,-7.5781,-15.672,-0.23938,-1.6797,-6.5195,-0.89893,-1.8633,0.45215,-10.625,-10.219,-11.523,-9.5469,-7.9805,-0.2854,-1.6143,-1.8457,-3.2109,-2.6836,-13.898,-15.32,-13.539,-14.203,-14.594,-4.4688,-4.875,-10.531,-10.469,-10.836,1.3105,0.73242,0.15759,0.31201,-0.12164,-0.68311,-1.5293
,17/06/2017,-0.42188,-21.828,-23.547,-4.2773,-2.9473,-0.31689,0.30884,-2.666,-3.416,-4.4453,-4.0273,-2.4023,-3.1602,-4.8594,-3.2285,6.9531,3.8926,-0.99072,3.2812,0.96143,7.832,11.109,4.6367,6,6.1211,5.668,5.4375,4.1641,-0.54883,2.2422,1.8906,2.9453,1.7676,-1.1016,-0.25098,0.7666,-2.0078,-3.252,-1.043,2.123,-0.40186,-1.2041,-1.0615,3.7832,-9.0781,-7.3594,-3.2461,-14.711,-3.6641,-12.711,-16.516,-6.9531,-13.094,-3.9102,-7.2109,-7.6016,-8.1562,-8.5781,-2.0098,-8.7578,-7.0859,-10.531,-8.7344,-16.484,-0.53223,-2.0039,-6.6875,-2.0273,-2.7148,-0.55615,-11.062,-10.664,-12.891,-10.289,-8.6172,-1.3223,-1.5557,-1.6924,-3.832,-3.4688,-14.328,-14.828,-14.117,-14.695,-14.992,-4.5391,-5.3398,-10.945,-11.422,-11.391,0.60156,0.46191,-0.58545,-0.5835,-0.896,-1.877,-1.8311
,23/06/2017,-0.53857,-22.297,-23.797,-4.9766,-3.0156,-0.09845,0.050476,-3.0723,-3.4766,-5.1562,-4.4375,-2.8867,-3.1621,-5.6523,-3.8945,6.7578,4.4922,-1.4746,3.7539,0.49976,6.8555,10.164,3.7363,5.2266,5.5586,4.5352,4.7617,3.1016,-1.4766,1.8857,2.3691,2.8262,1.8818,-1.7246,-1.0713,-0.39795,-2.3535,-3.6719,-1.3438,2.5703,-1.8477,-2.248,-1.9707,2.3691,-8.8047,-7.207,-3.8027,-15.094,-3.1152,-13.102,-16.531,-9.0703,-13.156,-3.9141,-7.4375,-7.7656,-8.2969,-8.8125,-1.498,-8.8984,-7.5039,-9.9922,-8.1953,-17.688,-1.1201,-2.1621,-7.6367,-3.0781,-3.3242,-1.8213,-11.805,-11.344,-13.406,-11.141,-9.7188,-0.93652,-2.6699,-2.3203,-3.7676,-3.7949,-15.148,-14.875,-14.477,-14.984,-15.188,-4.0586,-4.4219,-11.102,-12.031,-11.742,0.0067368,0.29517,-1.1719,-1.1084,-1.6885,-2.0059,-2.8438
,29/06/2017,-0.26538,-21.953,-23.891,-5.1758,-2.8184,0.12225,-0.3291,-3.1699,-3.627,-5.6992,-4.7227,-2.6621,-3.4512,-4.9766,-3.6719,6.0352,4.7969,-1.3955,2.7324,0.55029,6.043,9.6328,3.5332,4.7695,5.2578,4.3633,4.5391,2.9141,-1.5264,1.7256,2.5156,2.2832,1.8877,-2.3867,-1.8545,-1.4668,-2.6016,-3.9219,-1.335,1.8994,-3.1777,-3.1934,-2.543,0.47656,-9.3906,-8.0234,-4.6328,-14.695,-2.9102,-13.211,-15.5,-9.5625,-13.273,-4.25,-7.4297,-7.793,-8.2109,-8.6094,-0.53223,-8.8516,-7.5977,-8.8594,-7.5,-17.766,-1.4014,-1.874,-8.4766,-3.8027,-3.2109,-1.9971,-12.32,-11.766,-14.445,-12.18,-10.578,-0.23206,-3.2793,-2.875,-3.2344,-3.8242,-15.602,-14.773,-14.391,-14.867,-14.891,-3.8496,-3.834,-10.742,-11.57,-11.57,-0.26489,0.013443,-1.4756,-1.2803,-1.6982,-2.1426,-3.8496
,05/07/2017,0.1582,-22.25,-24.516,-5.5234,-2.6152,0.28442,-0.95947,-3.3047,-4.0391,-5.7852,-4.8789,-2.6172,-4.2422,-3.5586,-3.0879,4.793,5.6055,-1.4629,2.1777,0.87109,6.2188,8.8203,3.8867,4.9922,5.6445,4.707,5.1797,3.2793,-0.75,2.459,3.377,2.1328,1.8252,-2.2461,-2.0195,-1.8418,-2.4941,-4.707,-1.7119,0.93555,-3.9863,-3.4395,-2.3789,-1.7129,-9.1797,-8.8203,-6.4219,-15.086,-3.3418,-12.945,-14.281,-9.5391,-12.016,-4.8359,-7.8477,-8.0859,-8.4922,-8.5078,-0.68457,-8.9375,-8.7109,-7.8125,-7.3945,-17.984,-1.875,-1.9248,-9.1016,-4.0508,-3.0859,-2.0938,-12.578,-12.023,-15.852,-13.133,-10.68,0.54248,-4.0898,-3.9727,-2.4336,-3.1602,-15.43,-15.961,-14.812,-15.266,-15.102,-3.6895,-3.209,-11.023,-11.273,-11.672,-0.53857,-0.35693,-1.9814,-1.4639,-1.9395,-2.4395,-3.8438
,11/07/2017,0.18542,-21.594,-25.312,-5.0977,-2.6133,0.68457,-1.8594,-3.125,-4.7383,-5.8477,-5.3242,-2.4922,-5.6055,-3.1133,-3.1055,2.4824,5.2852,-1.6494,0.53564,0.44385,7.5078,8.3125,4.5039,5.418,5.9336,5.4062,5.8906,3.7676,0.12317,3.1973,2.8516,1.4492,0.90283,-2.5859,-2.2168,-1.665,-3.5078,-6.0742,-2.7188,-0.30908,-3.5684,-3.5859,-2.4258,-2.625,-10.938,-9.6328,-8.5078,-15.047,-4.4648,-13.445,-13.805,-9.4141,-11.562,-5.2617,-8.6719,-8.6641,-9.0703,-8.8359,-0.70752,-9.4141,-9.8516,-8.4375,-8.6484,-17.766,-2.4922,-2.5879,-10.156,-3.8457,-2.7148,-1.6328,-12.578,-11.914,-18.25,-13.078,-10.617,-0.1322,-5.0312,-5.1172,-2.6074,-3.3516,-14.594,-16.922,-15,-15.359,-15.164,-4.4336,-4.125,-11.492,-11.203,-11.578,-1.0752,-1.4697,-2.6504,-2.0645,-2.4297,-3.1172,-3.7246
,17/07/2017,0.2771,-22.203,-26.531,-5.6914,-3.5566,-0.32642,-2.9902,-3.5293,-5.8359,-6.2422,-6.1133,-3.6523,-7.1562,-4.2578,-4.8203,1.8594,4.8633,-2.8145,1.2217,0.14832,10.016,8.5391,5.293,5.918,6.2812,5.75,6.3594,3.9961,1.2344,3.7793,2.7344,0.95166,0.80908,-2.002,-1.2061,-0.34204,-4.5352,-8.3047,-4.6914,-0.23669,-2.0527,-2.8828,-2.4258,-4.4102,-10.625,-9.0703,-10.492,-17.453,-6.0703,-13.531,-15.273,-9.8125,-12.062,-7.0586,-10.328,-10.07,-10.609,-9.9688,-1.708,-11.031,-11.586,-10.773,-11.453,-18.875,-3.6426,-4.1367,-9.5859,-4.7461,-3.6816,-2.5781,-12.953,-12.375,-21.188,-13.352,-10.391,-1.2598,-6.2188,-6.6836,-3.3418,-3.5527,-14.711,-18.547,-16.125,-16.281,-16.062,-4.7695,-4.3633,-12.828,-12.055,-11.953,-2.0898,-2.6875,-3.8691,-3.2031,-3.5723,-4.0703,-2.6152
