,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23/07/2017,0.1958,-21.406,-26.688,-6.1406,-4.4922,-1.0215,-3.7852,-4.0742,-6.7656,-7.1875,-6.9766,-4.5859,-8.3516,-5.5703,-6.3477,2.1934,3.4277,-3.4141,1.1182,-1.0781,10.625,8.3906,4.6758,5.1875,5.418,5.1562,5.0977,2.9668,0.26465,2.7773,1.0557,-0.26147,0.67236,-2.9551,-1.6846,-0.54883,-5.9375,-9.1875,-6.2344,-0.14404,-0.88574,-3.2754,-3.3809,-5.4961,-12.469,-9.8906,-11.25,-18.516,-7.1641,-14.289,-17.797,-10.617,-13.43,-8.6562,-11.758,-11.602,-11.977,-11.594,-2.0488,-12.609,-12.57,-12.828,-12.875,-19.406,-5.1094,-5.7305,-10.117,-6.0977,-4.8516,-3.4648,-13.359,-12.82,-23.172,-13.094,-11.18,-3.252,-7.3906,-7.625,-4.4297,-4.3047,-15.031,-18.344,-16.344,-16.344,-16.359,-5.75,-5.0742,-13.078,-12.07,-11.453,-3.625,-3.7227,-4.5938,-4.1367,-4.4062,-4.5352,-3.0352
,29/07/2017,0.24414,-22.875,-27.344,-7.2383,-6.1445,-4.3789,-4.5156,-5.2266,-7.7539,-8.2891,-7.6875,-6.0312,-9.1016,-7.3008,-8.4062,4.582,3.4082,-4.4648,2.2539,-1.332,11.164,9.3672,4.2695,4.5781,4.8477,4.293,3.8574,1.9238,-0.28271,2.1523,0.90527,-0.14331,1.3652,-2.9102,-0.96973,0.021317,-6.0547,-9.0547,-6.7227,0.62744,-0.43188,-3.0508,-3.7402,-6.3203,-10.609,-10.328,-11.594,-21.094,-8.4844,-14.25,-19.812,-11.898,-14.234,-10.438,-13.023,-13.203,-13.812,-13.453,-2.5762,-14.414,-13.758,-14.688,-14.484,-20.594,-6.2734,-7.1289,-8.75,-8.3516,-7.0156,-5.3516,-13.719,-13.477,-23.641,-15.586,-11.719,-3.7246,-8.3594,-8.4688,-4.4102,-3.9551,-15.367,-19.062,-17.531,-17.344,-17.391,-5.4922,-4.6602,-13.82,-12.312,-11.43,-5.5898,-3.9062,-5.4766,-5.0195,-4.9688,-5.2695,-2.6484
,04/08/2017,0.047791,-23.5,-27.812,-7.6289,-7.1797,-6.3438,-4.8516,-6.4766,-8.3828,-9.1328,-8.1484,-6.8945,-9.6562,-8.8359,-9.3203,6.4805,3.6953,-4.7891,2.707,-1.7285,10.609,9.7812,3.4805,3.7949,4.0352,3.666,3.1387,1.3408,-1.918,1.5625,1.0332,0.16052,1.501,-3.3105,-1.3721,-0.58105,-5.875,-8.0547,-6.2305,1.1104,-0.58643,-3.4629,-3.9805,-6.4492,-9.9688,-11.359,-11.305,-22.203,-9.0625,-14.656,-20.906,-12.688,-14.055,-11.008,-13.281,-13.867,-14.648,-14.539,-3.2051,-15.141,-14.82,-14.641,-15.438,-21.297,-6.6367,-7.3672,-8.4766,-9.6562,-8.3594,-6.6367,-13.688,-13.609,-23.328,-17.562,-12.094,-3.4707,-8.7734,-8.2734,-3.6055,-3.2812,-16.109,-19.375,-18.109,-17.906,-18.047,-4.7773,-3.8535,-14.094,-12.117,-11.344,-6.9805,-3.9961,-5.5273,-5.2109,-5.168,-5.2148,-4.5234
,10/08/2017,-0.30396,-24.797,-28.75,-8,-7.6484,-7.3594,-4.6875,-7.1133,-8.3203,-9.1953,-8.0391,-7.0664,-9.6094,-9.6484,-9.625,7.4609,4.2695,-5.4492,3.3945,-1.1562,10.516,10.797,3.4414,3.8809,4.2461,3.6777,3.5703,1.4902,-2.4141,2.1719,2.3086,0.86279,1.2617,-2.8086,-1.1768,-0.5293,-4.7891,-7.3711,-5.6172,1.6377,-0.79395,-3.459,-3.418,-5.25,-8,-11.141,-10.352,-23.125,-8.6641,-14.625,-20.641,-12.656,-13.234,-10.656,-12.641,-13.305,-14.375,-14.352,-2.7695,-14.82,-14.555,-13.797,-15.883,-21.734,-5.5312,-6.3281,-7.207,-9.2422,-8.4453,-6.9102,-13.242,-13.289,-22.391,-18.703,-11.344,-2.123,-7.7617,-7.2656,-2.6875,-2.498,-16.219,-20,-18.594,-18.391,-18.297,-3.4688,-2.9121,-14.289,-12.008,-11.656,-6.5859,-3.459,-4.7266,-4.4922,-4.7344,-4.6758,-5.9727
,16/08/2017,-0.0072289,-24.812,-29,-8.1953,-6.793,-5.75,-3.7168,-7.25,-7.5781,-8.5625,-7.4922,-6.4023,-9.0156,-9.4219,-8.9922,7.1992,4.4336,-5.7109,3.6992,-0.79102,9.5391,10.805,3.0625,3.666,4.168,4.168,4.4297,2.3535,-3.2344,2.4297,2.6484,0.23035,0.43335,-2.5215,-2.1211,-1.6914,-4.043,-6.8594,-5.168,2.123,-1.6348,-3.9453,-2.834,-3.7676,-8.0547,-11,-9.3438,-22.672,-7.5117,-14.859,-20.312,-11.727,-12.781,-9.7266,-11.266,-11.953,-12.891,-13.039,-2.2109,-13.547,-13.875,-12.039,-15.086,-21.5,-3.9023,-4.2539,-7.418,-7.4688,-7.1602,-5.6562,-12.789,-12.773,-22.203,-16.609,-10.711,-1.6035,-6.043,-5.3086,-2.2695,-2.2344,-17.234,-19.469,-17.891,-17.859,-17.594,-2.8633,-2.2871,-13.969,-11.578,-11.641,-5.3594,-2.6406,-2.9453,-2.9062,-3.6973,-3.0664,-9.25
,22/08/2017,0.32837,-24.812,-28.406,-9.2188,-5.1016,-3.7598,-2.3281,-6.2109,-6.0938,-7.2695,-6.3828,-4.9219,-7.4297,-7.7539,-7.7812,6.6172,4.2656,-5.2578,3.3281,-0.47461,8.4453,10.039,2.8828,3.6426,4.4922,4.3477,4.3125,2.4727,-2.5742,2.623,2.373,0.019028,0.21655,-2.125,-2.4023,-2.2285,-3.4102,-5.9844,-4.5781,2.7188,-3.1504,-4.1172,-2.2676,-1.6064,-8,-10.328,-8.1016,-21.344,-5.7344,-14.992,-19.406,-10.758,-12.094,-8,-9.5391,-10.172,-10.828,-11.195,-1.1963,-11.719,-11.57,-10.438,-11.664,-20.328,-1.8223,-2.1797,-7.8398,-5.0586,-5.0977,-3.4238,-12.094,-11.992,-21.344,-13.43,-10.188,-1.5166,-3.7559,-3.2598,-2.668,-2.5273,-15.836,-18.094,-16.156,-16.344,-16.062,-2.8613,-2.7598,-12.898,-10.906,-11.234,-3.041,-0.79639,-0.81104,-0.81885,-1.4824,-0.93604,-9.6641
,28/08/2017,0.77734,-24.375,-27.422,-8.8438,-3.6875,-1.9189,-1.1836,-4.9414,-4.8477,-5.9492,-5.2617,-3.5742,-6.0859,-6.0469,-6.2734,5.2031,4.2578,-4.3281,3.0371,-0.19519,8.0547,9.8516,3.334,3.8418,4.6055,4.957,4.5312,3.2617,-1.8018,2.541,1.8848,-0.96777,0.70361,-2.0234,-2.459,-2.2227,-3.4492,-4.6094,-3.7051,2.6758,-3.957,-4.1133,-1.7832,-0.68262,-8.9609,-10.023,-7.1953,-18.922,-4.5664,-15.891,-18.719,-9.7266,-11.75,-6.4062,-8.0078,-8.7734,-9.1406,-9.5547,0.18323,-10.094,-10.062,-8.7109,-8.375,-18.938,-0.33813,-0.66113,-8.2734,-3.0762,-2.7773,-1.1279,-11.586,-11.359,-20.469,-10.805,-9.9688,-2.2812,-2.5039,-1.8818,-2.9492,-2.6895,-14.391,-16.406,-13.977,-14.453,-14.414,-3.1348,-3.1953,-11.703,-10.156,-10.477,-0.71631,0.92139,0.74609,0.71973,0.43115,1.1006,-9.1406
,03/09/2017,0.72168,-23.531,-26.141,-7.3906,-2.7324,-0.32446,-0.26758,-3.0664,-3.6289,-4.6953,-4.1094,-2.0234,-4.9141,-4.3633,-4.1484,4.543,3.8125,-2.916,2.4883,0.08728,8.5078,9.4844,3.7285,4.6016,5.2773,5.6133,5.0586,4.0234,-1.0605,3.0254,1.8066,-0.46387,1.9355,-2.0078,-1.7842,-1.4463,-3.4258,-2.709,-2.4824,2.1426,-3.457,-3.6211,-1.2949,-0.084229,-9.6484,-9.2656,-5.668,-15.844,-3.1738,-16.375,-17.766,-8.7578,-10.609,-4.2383,-6.5703,-7.4961,-7.582,-8.1094,2.3379,-8.6562,-7.543,-6.8438,-5.125,-16.922,1.0332,0.37134,-8.2109,-1.6836,-0.81348,0.60791,-10.719,-10.391,-17.531,-9.9375,-9.0781,-2.1855,-1.501,-1.1006,-3.2383,-2.9023,-11.75,-14.578,-11.812,-12.406,-12.727,-3.1211,-3.5664,-9.8281,-9.0391,-9.25,2.0332,2.6504,1.9521,1.8818,2.207,2.5156,-6.0781
,09/09/2017,0.75195,-22.359,-25.344,-3.7285,-2.291,0.95166,0.29321,-1.8711,-2.916,-3.7598,-2.9668,-0.71826,-4.3008,-3.0898,-1.9229,3.8105,3.2168,-2.3496,2.0508,0.90137,9.2266,10.125,3.8164,5.4375,5.8477,6.6094,6.4023,5.1211,-1.0859,3.3281,2.4551,-0.40649,2.6602,-2.1582,-1.5205,-0.81689,-3.373,-1.1963,-1.4141,1.3018,-1.4229,-3.2988,-0.86133,0.16797,-10.234,-8.9453,-4.2383,-12.734,-1.7461,-16.625,-15.891,-7.5586,-9.8203,-2.5039,-5.4609,-6.5234,-6.5234,-6.9688,5.9375,-7.6133,-5.8281,-5.2617,-3.6895,-15.242,1.9697,1.4121,-7.6914,-0.16296,1.166,2.1875,-9.8125,-9.4219,-13.992,-9.5625,-7.9375,-1.1816,-0.78955,-0.43335,-2.7676,-2.5879,-10.359,-13.086,-10.516,-11.062,-11.523,-2.8516,-3.252,-8.1641,-7.7305,-7.7578,4.1758,3.9922,2.7812,2.5918,2.9492,3.1035,-4.5469
,15/09/2017,0.87061,-21.734,-24.766,-0.64844,-1.7031,1.6689,0.78174,-1.3838,-2.3477,-3.334,-2.2402,0.26099,-3.4805,-2.6797,-0.83936,5.3125,2.2344,-1.8594,1.2871,1.6416,9.9766,10.367,3.2539,6.0664,6.4883,7.6602,8.1172,6.5977,-1.541,4.3359,3.0781,0.87646,3.4238,-1.5303,-0.82129,-0.14197,-2.957,-0.22449,-0.55713,1.4004,0.37842,-2.5898,-0.47705,0.52441,-9.5234,-7.9141,-2.7812,-11.664,-0.8252,-16.125,-14.336,-6.582,-8.8906,-1.7295,-4.8359,-5.9414,-6.0117,-6.332,7.6445,-7.4297,-4.5352,-4.4453,-3.4453,-14,2.4863,1.8945,-7.2617,0.12268,1.6113,2.5918,-8.9609,-8.6797,-11.609,-9.6172,-6.7031,0.47607,0.36841,0.29492,-2.707,-2.4414,-10.68,-12.508,-10.32,-10.617,-10.844,-2.6387,-3.0801,-7.0859,-6.6289,-6.4609,4.8281,4.5234,3.4336,3.1289,3.4141,3.0176,-3.4668
,21/09/2017,1.1055,-20.562,-24.094,1.5322,-0.97168,2.4453,1.2109,-1.4258,-1.7695,-2.7168,-1.4023,0.94141,-2.5996,-1.9395,-0.042999,6.3789,1.5967,-1.2334,0.87939,2.1211,9.5234,10.102,2.4395,6.0469,6.5039,7.7773,8.25,6.8086,-1.791,4.3086,3.6328,1.5781,3.7363,-1.0459,-1.1553,-0.4895,-2.6816,0.21777,0.10718,1.71,1.0264,-2.7227,-0.55518,1.1758,-9.1328,-7.8242,-1.4805,-11.07,0.038452,-16.219,-12.234,-5.957,-8.9453,-2.0176,-4.582,-5.5742,-5.8398,-6.0156,8.4062,-7.4414,-4.3828,-4.3086,-3.8594,-13.844,2.7344,2.5098,-7.7734,0.3562,1.8076,2.8457,-8.8047,-8.4844,-11.148,-9.3906,-6.4062,1.0117,1.0029,0.70215,-2.6738,-2.3418,-10.984,-12.742,-10.422,-10.531,-10.484,-3.0723,-3.123,-6.875,-6.1719,-6.0156,4.75,4.4609,3.8984,3.4707,3.2051,2.8398,-4.1016
,27/09/2017,1.3525,-20.156,-23.5,1.8691,-0.47754,3.6582,1.6895,-1.0771,-1.3145,-2.2402,-1.1084,1.2188,-1.96,-1.6787,0.012978,7.8164,1.7354,-0.10724,1.2754,1.5967,7.9648,9.2891,1.3066,5.6016,6.2266,7.7461,8.3984,7.2383,-1.6201,4.9453,3.6152,2.6816,4.2383,-0.26782,-2.0449,-1.6396,-2.1895,0.38135,0.29907,2.127,-0.82275,-3.2949,-0.87988,1.2178,-8.8672,-7.6523,-0.81348,-11.672,-0.73242,-16.594,-12.711,-5.9531,-9.4297,-3.7773,-5.0352,-5.9258,-6.3477,-6.4336,7.0977,-8.3125,-4.9648,-4.6289,-4.6953,-14.711,2.2793,2.1699,-8.4219,-1.2148,0.47534,1.6875,-9.4375,-9.1406,-12.883,-10.836,-7.0938,0.21521,0.70264,0.24377,-3.6445,-3.0449,-12.922,-13.727,-11.047,-11.047,-10.805,-4.3047,-4.0156,-7.5234,-6.7148,-6.6562,3.4199,3.2617,3.5781,3.0176,2.3398,2.1895,-4.8125
,03/10/2017,1.4668,-19.297,-22.922,0.49463,-0.41772,4.4062,2.0957,-0.46094,-1.042,-1.5635,-0.7207,1.4111,-1.7256,-1.0137,0.65234,8.4219,2.3867,0.66455,2.2676,0.72559,5.4727,6.9805,0.14111,4.6094,5.3438,6.7266,7.0391,5.9648,-1.0488,4.0703,3.5039,3.1406,3.7344,-0.35669,-3.9746,-3.5742,-2.2637,0.55273,-0.13147,2.2812,-3.5254,-4.4141,-1.6445,1.2617,-9.4141,-8.4766,-0.79004,-11.344,-1.1123,-17.469,-13.07,-6.4922,-10.531,-5.1914,-5.6055,-6.4297,-6.9414,-6.9727,6.0312,-8.9375,-5.4688,-5.4375,-5.3906,-16.266,1.6543,1.9814,-9.3359,-2.3086,-0.55811,0.81934,-10.258,-9.7656,-14.102,-11.945,-8.75,-1.2725,-0.3833,-0.63184,-4.6641,-4.2148,-13.344,-14.234,-11.227,-11.234,-11.102,-5.707,-4.6562,-8.2109,-7.625,-7.4844,2.3594,2.3594,2.7539,2.1602,1.3809,1.7676,-5.6523
,09/10/2017,0.47778,-19.906,-23.375,-1.4033,-0.86279,4.9219,1.6055,-0.027344,-1.5449,-1.835,-1.4268,0.93213,-2.3184,-1.4648,0.034241,7.3867,2.498,0.48193,2.2266,-0.36108,3.1465,5.3789,-0.71387,3.6211,4.5273,5.9805,6.1797,4.8359,-1.1826,3.1367,2.9121,2.4629,2.2246,-1.3711,-5.6328,-5.0078,-3.1172,0.22522,-0.86621,0.81396,-5.793,-5.5625,-2.6875,-0.39966,-10.836,-9.9766,-1.6367,-11.438,-3.0156,-17.703,-14.789,-7.2734,-11.516,-6.3906,-6.7422,-7.3633,-7.7773,-7.7812,4.8711,-10.023,-5.9492,-6.4492,-6.4297,-17.844,0.40063,0.88672,-10.148,-3.3242,-1.4688,0.11072,-10.609,-10.141,-13.758,-12.672,-10.82,-3.0918,-1.8057,-1.9365,-6,-5.6055,-14.742,-14.344,-11.406,-11.414,-11.383,-7.3359,-5.7422,-8.5156,-8.3594,-8.1797,1.1172,1.0303,1.2891,0.6958,0.18799,0.83887,-6.4141
,15/10/2017,-1.208,-20.188,-24.125,-3.0273,-1.4209,4.8477,0.75391,-0.41846,-2.2324,-2.6582,-2.3164,0.30347,-2.9023,-2.207,-0.72314,6.0273,1.8467,0.1438,1.333,-0.97705,1.9795,3.8652,-1.0625,2.6934,3.5957,5.125,5.168,3.541,-3.0156,2.0039,2.1523,1.0664,0.43506,-2.9531,-6.7617,-5.7422,-4.5703,-0.03479,-1.3789,-1.1309,-6.3398,-6.582,-3.5938,-1.7178,-12.906,-12.156,-2.2012,-10.617,-3.9629,-18.734,-14.5,-7.707,-12.18,-6.2031,-7.3555,-7.7969,-8.1406,-8.0781,4.5391,-10.539,-5.9219,-7.1719,-7.0547,-18.641,-0.44604,0.36963,-11.094,-3.2324,-1.4053,0.34717,-10.211,-9.5156,-11.719,-11.695,-12.445,-4.2461,-2.7031,-2.748,-6.4062,-6.2695,-14.781,-14.016,-11.141,-11.18,-11.219,-8.0234,-6.0586,-8.4609,-8.6484,-8.4453,0.57275,0.63232,0.35083,-0.12854,-0.44385,0.33179,-7.5195
,21/10/2017,-3.0957,-20.688,-25.109,-4.1406,-1.4307,6.2695,0.052856,-0.50049,-2.4805,-3.1582,-2.8789,0.086426,-3.3086,-2.4531,-1.4463,4.4844,0.83447,-0.21924,-0.1842,-1.4844,1.0752,4.1719,-1.2627,2.2109,3.2656,4.2656,4.3398,2.252,-5.1172,1.4473,1.4326,-0.39307,-0.69238,-4.4688,-7.1016,-5.8711,-5.7695,-0.038269,-0.53613,-3.5234,-6.2266,-7.6172,-4.1523,-2.8223,-15.289,-14.391,-1.7402,-9.5781,-4.5742,-19.547,-13.312,-7.5352,-12.133,-5.4375,-7.4648,-7.7227,-7.7148,-7.7109,4.8281,-10.609,-5.6211,-6.7031,-6.6758,-18.547,-0.76855,-0.16028,-12.719,-2.7773,-0.89453,0.72119,-9.6328,-8.7734,-9.2422,-10.344,-13.539,-4.7344,-3.1504,-3.0938,-6.4805,-6.3984,-15.125,-13.633,-10.703,-10.836,-10.805,-8.6016,-7.2422,-7.8867,-8.5312,-8.7969,0.67529,0.9082,0.37329,-0.16895,-0.14404,0.051483,-8.7734
,27/10/2017,-3.3398,-20.359,-25.203,-4.3477,-0.60352,8.2656,0.42212,-0.34204,-1.7256,-2.9297,-2.0547,0.88525,-2.7207,-1.7803,-0.78125,5.8398,0.51074,-0.80322,-0.18762,-1.4434,0.81641,4.8008,-1.5078,1.9688,2.957,3.6719,4.1953,1.7158,-6.4297,1.6475,1.1699,-0.63818,-0.0013313,-4.7539,-7.0234,-5.7773,-5.6602,0.70215,0.6665,-2.9551,-4.7656,-8.2656,-3.8633,-0.91064,-16.578,-15.57,-0.095459,-7.6211,-2.8223,-22.484,-10.422,-6.7695,-11.102,-4.3047,-6.4062,-7.0117,-6.7852,-6.7148,5.7148,-9.8047,-5.0508,-5.8281,-5.6406,-17.688,0.035339,0.46558,-13.188,-2.2324,-0.23694,1.0762,-9.3047,-8.2031,-8.8984,-9.3203,-13.883,-3.4551,-2.6465,-2.4375,-5.9023,-6.0312,-14.398,-13.359,-10.461,-10.664,-10.539,-7.8477,-7.7266,-7.3984,-8.1484,-8.6562,1.627,2.3535,1.5,0.97803,1.6777,0.8457,-10.125
,02/11/2017,-2.5918,-19.547,-24.703,-4.6875,1.001,11.047,1.4639,0.76855,-0.26074,-1.1904,-0.25488,2.2852,-1.6094,0.014038,0.78369,7.2344,0.58594,-1.5254,0.27856,-1.7031,-0.19397,5.6836,-1.7246,1.9102,3.0918,2.4238,3.0098,-0.0032768,-5.5,0.59326,1.3867,-0.4978,0.79932,-4.5078,-6.9102,-5.9414,-5.082,1.8398,2.2988,-1.4746,-4.0625,-8.6719,-3.4316,1.4482,-16.688,-15.766,1.71,-6.1484,-0.43628,-23.859,-7.8984,-6.043,-9.4844,-2.8457,-5.0586,-6.168,-5.3672,-5.3516,6.3164,-8.5,-4.5938,-4.6211,-4.3867,-16.781,1.2295,1.417,-14.18,-1.8857,0.048187,1.0908,-9.2578,-8.1484,-9.2031,-8.8438,-14,-1.9443,-2.1523,-0.29004,-5.4414,-5.6367,-13.312,-13.117,-10.031,-10.391,-10.227,-7.0195,-8.4531,-6.543,-7.5039,-8.3359,3.2773,3.9707,2.8789,2.3281,4.207,1.6943,-11.031
,08/11/2017,-1.335,-18.531,-23.781,-3.5059,2.4844,12.875,2.4844,1.499,1.2188,0.5249,1.3184,3.4551,-0.24951,1.5391,2.5254,7.3711,1.0605,-1.9697,0.95752,-1.9023,-0.60352,6.0781,-1.6562,1.9619,3.1328,1.9629,2.7656,-0.46802,-4.5195,-0.58154,1.3164,-1.0498,1.21,-4.5156,-7.0547,-6.1641,-4.5859,2.6973,3.1992,0.15674,-3.0605,-9.2578,-2.9355,3.6348,-16.562,-15.984,3.0371,-4.6758,1.4639,-26.922,-6.2031,-5.2461,-8.1562,-1.6006,-3.9004,-5.6758,-4.5391,-4.5508,7.3359,-7.3789,-4.332,-4.5,-3.9121,-15.75,2.3457,2.8438,-14.945,-1.2607,0.96387,2,-9.2812,-8.1953,-10.039,-8.875,-13.789,-0.50586,-1.542,1.5391,-4.8438,-5.125,-12.273,-12.648,-9.7578,-10.219,-10.117,-6.207,-8.3125,-5.8867,-6.875,-7.8594,4.8086,5.1484,3.9668,3.25,6.457,1.9678,-11.242
,14/11/2017,-1.3604,-17.984,-23.234,-2.8086,3.3789,13.594,3.0117,2.0215,2.2148,2.3906,2.1211,4.0664,0.98145,2.9707,3.7441,5.3594,1.2158,-1.1074,1.1348,-2.207,-0.96631,5.9375,-1.293,2.2344,3.5332,1.7344,2.6074,-0.68506,-4.4609,-1.9082,1.0664,-2.2285,0.88867,-4.4727,-7.1094,-6.2656,-4.6289,3.3652,3.8184,-0.15857,-4.5469,-9.7578,-2.7656,4.0312,-16.578,-16.25,3.625,-4.1328,1.749,-27.922,-5.6836,-5.0312,-7.5625,-0.65869,-3.4219,-5.543,-3.9961,-4.0195,7.9062,-7.0625,-4.1914,-4.207,-3.2715,-15.086,2.8516,3.4824,-16.125,-0.62109,1.7783,2.916,-9.0625,-8.0625,-9.8984,-8.7891,-13.57,-1.0889,-1.25,3.25,-5.0273,-5.1758,-11.602,-11.094,-8.7422,-9.3281,-9.3047,-6.5234,-8.4219,-5.0664,-6.4727,-7.4766,5.7148,5.9023,4.4883,3.6777,7.832,1.8242,-9.9844
,20/11/2017,-2.0391,-17.359,-22.797,-1.7471,3.5684,13.188,3.377,1.9434,2.8047,3.6172,2.4395,4.3711,1.7334,3.6465,4.2383,3,0.90771,0.27417,1.0615,-2.2617,-1.168,4.8438,-1.3848,2.0703,3.3359,1.8662,2.5195,-0.30444,-5.9805,-3.2305,0.50732,-3.6738,0.16675,-5.1523,-7.543,-6.4961,-5.4336,3.5254,3.7969,-1.4219,-6.1055,-10.641,-2.9316,4.1992,-17.781,-17.109,4.2891,-2.6191,1.2168,-29.75,-5.6133,-4.8984,-7.6055,-0.55322,-3.1543,-5.5273,-3.8008,-3.9238,9.1328,-7.0977,-3.8789,-4.1484,-2.8223,-14.375,3.1094,3.6953,-16.688,0.21509,3.2109,4.5273,-8.9375,-7.9922,-9.4766,-8.2266,-13.703,-2.9355,-0.67773,1.9316,-5.9492,-5.9375,-11.062,-8.1406,-7.207,-7.793,-7.9258,-7.4648,-8.8125,-4.1602,-5.9766,-6.918,6.0547,6.2383,4.9414,3.9551,8.3359,1.9951,-8.7109
,26/11/2017,-3.3613,-17.547,-22.875,-1.333,3.2734,12.266,3.8359,2.0664,3.0449,3.8789,2.8574,4.7031,1.8945,3.5254,4.3477,2.2227,-0.26611,1.7969,0.87695,-2.2676,-2.0312,3.4277,-1.959,1.5742,2.8457,1.4736,1.6357,-0.33618,-7.3008,-4.3125,0.090881,-4.2148,0.21106,-5.1719,-7.8828,-6.8242,-5.9492,3.7559,3.3398,-2.4453,-8.1406,-11,-3.4023,5.1289,-19.766,-18.688,4.6328,-0.84326,0.97607,-29.219,-4.9141,-4.7773,-7.4297,-0.09906,-3.0645,-5.3672,-3.4355,-3.6016,9.5391,-7.4297,-3.4609,-3.2188,-1.9492,-14.492,3.0332,3.1641,-15.5,0.58643,3.7305,4.9922,-8.7422,-7.7852,-8.7344,-7.4336,-13.922,-5.6133,-0.11597,0.59863,-7.2227,-7.0156,-10.141,-4.8359,-5.3867,-6.0039,-6.1992,-8.3906,-9.7969,-3.3145,-5.4375,-5.9258,6.125,6.5508,5.2344,4.5117,7.582,3.1035,-8.3281
,02/12/2017,-3.9883,-17.438,-23.062,-0.58643,3.0391,11.398,4.5938,2.291,3.2852,3.8828,3.4141,5.0039,1.5371,2.9746,4.3867,1.7451,-2.1875,2.8125,-0.59521,-2.7715,-3.5156,1.1348,-3.1641,0.30762,1.6826,0.044495,-0.99463,-1.8369,-7.875,-6.3203,-0.40747,-4.5234,-0.78418,-6.2344,-8.7188,-7.9531,-7.0938,3.4121,2.8398,-3.2559,-10.008,-11.617,-4.2773,5.5547,-21.516,-20.188,4.8281,0.79199,1.0986,-29.547,-4.6523,-4.2109,-7.3398,0.4856,-3.0137,-5.2266,-3.0547,-3.5957,9.9141,-6.9453,-3.248,-2.752,-1.5439,-14.664,2.8164,2.7402,-14.977,0.96777,4.2148,5.3555,-8.8906,-7.8281,-8.8203,-6.5234,-14.43,-7.2422,-0.014435,-1.2959,-8.1016,-7.9453,-9.4141,-2.6445,-4.3398,-4.9375,-5.168,-8.9375,-10.664,-2.6836,-5.0898,-4.6992,6.3906,6.6719,5.6641,4.8789,6.8438,3.8848,-10.367
,08/12/2017,-4.3203,-18.688,-24.141,-0.48877,2.8711,11.07,4.1602,2.4277,3.3184,3.4082,3.5566,5.0469,0.96045,2.1406,4.1367,0.93555,-3.5859,3.0938,-2.3828,-3.1602,-4.0352,0.62988,-3.4727,-0.019806,1.2451,-1.7988,-2.248,-2.502,-7.5,-7.6562,-1.2812,-4.9844,-1.6807,-6.8633,-8.6875,-8.7422,-7.3594,3.3438,2.3691,-4.3984,-10.852,-11.586,-4.8477,5.6719,-22.531,-21.344,4.4688,0.94971,1.3105,-29.234,-4.5078,-3.8184,-7.0078,1.2441,-3.4883,-5.4492,-3.1816,-3.9824,9.7734,-7.0078,-3.4219,-2.8496,-1.5684,-15.039,2.25,2.0234,-14.18,1.6934,4.6289,4.9453,-8.9219,-7.7852,-9.6562,-6.5859,-14.227,-6.9883,-0.32251,-1.4258,-8.2188,-8.2188,-9.3359,-3.1133,-4.8633,-5.4531,-5.5742,-9.5,-10.984,-2.9434,-5.4102,-4.25,6.7422,6.6406,5.793,5.0039,6.0469,4.2188,-12.164
,14/12/2017,-4.2695,-19.141,-24.891,-0.98633,2.8047,10.727,3.1777,2.0391,3.2324,4.2227,3.2793,4.6914,0.52002,2.1133,3.5723,-0.59424,-5.2539,3.0215,-4.1211,-3.957,-4.2734,-0.17004,-3.5879,-0.21912,0.85498,-4.3477,-3.0469,-3.3262,-8.1094,-9.6875,-2.2441,-5.8906,-4.7656,-7.8789,-9.3984,-10.414,-8.3125,3.0352,2.4883,-6.2617,-12.328,-12.461,-5.3906,3.3477,-22.25,-20.953,4.0703,-0.17334,0.95947,-29.891,-5.1914,-4.0781,-7.1055,0.6499,-3.9473,-5.8711,-3.4297,-4.5859,10.219,-7.0742,-3.8438,-3.2793,-1.9004,-14.734,1.6973,1.7617,-15.117,2.2695,5.1016,5.0234,-9.1562,-7.9961,-11.047,-7.2344,-14.648,-6.2734,-0.88184,-1.1201,-8.3438,-8.6172,-9.5859,-4.7695,-5.8828,-6.4141,-6.4922,-10.156,-10.773,-3.4102,-6.0273,-4.6367,6.7969,6.0234,5.6758,4.6602,5.8867,3.8945,-14.469
,20/12/2017,-4.293,-19.797,-25.562,-2.4473,2.7246,10.5,1.8936,1.6162,3,4.8867,3.0371,4.4648,0.27368,2.041,2.9355,-1.291,-6.0742,2.5195,-4.5898,-4.4297,-3.5645,1.1162,-2.9277,0.59668,1.0195,-7.0938,-2.3184,-3.4258,-8.6875,-11.555,-3.0879,-6.5312,-6.6172,-7.9805,-9.6641,-11.625,-8.5312,3.0566,1.5156,-7.7773,-11.922,-12.719,-5.5273,2.6074,-21.859,-20.344,3.6484,-1.4092,0.20056,-29.734,-5.6289,-4.6172,-7.3789,-0.18494,-4.4219,-6.2617,-3.9023,-5.1719,10.445,-7.9023,-4.1953,-3.7246,-2.2617,-14.43,1.4248,1.6289,-15.266,2.543,5.2852,4.8828,-9.2344,-8.0859,-11.07,-8.2578,-14.758,-5.6484,-1.0732,-0.47852,-8.4688,-8.75,-9.8906,-6.3945,-6.7422,-7.3164,-7.457,-10.727,-10.523,-4.1562,-6.4492,-6.3008,6.4688,4.9375,5.168,4.1367,4.7773,3.5801,-15.086
