      431926,      472525,SE3192672525,54.147566,-1.5127268
      431525,      472432,SE3152572432,54.146755,-1.5188753
      431777,      472158,SE3177772158,54.144277,-1.5150463
      431702,      471916,SE3170271916,54.142106,-1.5162198
      431400,      472004,SE3140072004,54.142916,-1.5208333
      431326,      472315,SE3132672315,54.145715,-1.5219338
      431155,      472370,SE3115572370,54.146220,-1.5245459
      431196,      472398,SE3119672398,54.146469,-1.5239153
      431189,      472342,SE3118972342,54.145966,-1.5240283
      431128,      472329,SE3112872329,54.145853,-1.5249634
      430973,      471876,SE3097371876,54.141791,-1.5273825
      430494,      471340,SE3049471340,54.137003,-1.5347684
      431268,      471317,SE3126871317,54.136750,-1.5229248
      431501,      471340,SE3150171340,54.136942,-1.5193563
      431599,      471315,SE3159971315,54.136711,-1.5178591
      431642,     471081,SE3164271081,54.134606,-1.5172254
      432366,      471817,SE3236671817,54.141175,-1.5060666
      432383,      471860,SE3238371860,54.141561,-1.5058018
      432444,      471878,SE3244471878,54.141719,-1.5048662
      432542,      471917,SE3254271917,54.142063,-1.5033619
      431860,      471957,SE3186071957,54.142465,-1.5137970
      431331,      471270,SE3133171270,54.136323,-1.5219654
      431893,      470440,SE3189370440,54.128830,-1.5134516
      431223,      474065,SE3122374065,54.161449,-1.5233300
      431348,      474034,SE3134874034,54.161163,-1.5214190
      431624,      474205,SE3162474205,54.162683,-1.5171745
      431833,      474720,SE3183374720,54.167298,-1.5139196
      431463,      474882,SE3146374882,54.168777,-1.5195697
      431536,      472413,SE3153672413,54.146583,-1.5187089
      431402,      472486,SE3140272486,54.147247,-1.5207527
      431336,      471824,SE3133671824,54.141302,-1.5218316
      430781,      334830,SK3078134830,52.910023,-1.5437462
      298100,      519445,NX9810019445,54.559942,-3.5773037
      384880,      392208,SJ8488092208,53.426444,-2.2290083
      432928,      286486,SP3292886486,52.475317,-1.5166433
      399458,      393740,SJ9945893740,53.440434,-2.0096258
      384316,      391441,SJ8431691441,53.419533,-2.2374574
      305095,      507202,NY0509507202,54.451313,-3.4652311
      451530,      275287,SP5153075287,52.373211,-1.2445174
      459426,      453113,SE5942653113,53.970682,-1.0955587
      428492,      272948,SP2849272948,52.353862,-1.5830992
      408638,      415977,SE0863815977,53.640238,-1.8708243
      439455,      387904,SK3945587904,53.386512,-1.4082555
      431665,     387421,SK3166587421,53.382693,-1.5254220
      379186,      355423,SJ7918655423,53.095602,-2.3122767
      435005,      387545,SK3500587545,53.383598,-1.4751980
      456646,      402668,SE5664602668,53.517643,-1.1471607
      430534,      434689,SE3053434689,53.807603,-1.5378137
      385801,      539584,NY8580139584,54.751004,-2.2221200
      336327,      390205,SJ3632790205,53.404805,-2.9592120
      461376,      451392,SE6137651392,53.954989,-1.0661816
      460766,      452466,SE6076652466,53.964713,-1.0752625
      331201,      411102,SD3120111102,53.591961,-3.0408931
      338463,      364701,SJ3846364701,53.175840,-2.9221369
      375821,      398123,SJ7582198123,53.479270,-2.3657924
      449235,      354282,SK4923554282,53.083496,-1.2664073
      430105,      272786,SP3010572786,52.352319,-1.5594320
      332385,      400170,SD3238500170,53.493870,-3.0206415
      458651,      336361,SK5865136361,52.921471,-1.1290961
      458486,      336278,SK5848636278,52.920743,-1.1315648
      458485,      336287,SK5848536287,52.920824,-1.1315781
      393054,      382517,SJ9305482517,53.339508,-2.1057807
      393075,      382515,SJ9307582515,53.339490,-2.1054653
      400809,      381083,SK0080981083,53.326665,-1.9893156
      404229,      262025,SP0422962025,52.256380,-1.9394655
      404874,      289378,SP0487489378,52.502281,-1.9296279
      334337,      395265,SJ3433795265,53.450036,-2.9901966
      329666,      389943,SJ2966689943,53.401604,-3.0593280
      331237,      410746,SD3123710746,53.588766,-3.0402707
      410023,      551799,NZ1002351799,54.860879,-1.8453847
      439775,      550058,NZ3977550058,54.843762,-1.3821547
