      336618,      388594,SJ3661888594,53.390362,-2.9545114
      413473,      427301,SE1347327301,53.741918,-1.7972071
      415489,      439658,SE1548939658,53.852926,-1.7660249
      374539,      307824,SJ7453907824,52.667525,-2.3779296
      421020,      529494,NZ2102029494,54.660100,-1.6756767
      398950,      295562,SO9895095562,52.557894,-2.0169193
      444523,      296777,SP4452396777,52.567006,-1.3445707
      458811,      304745,SK5881104745,52.637274,-1.1323849
      402974,      287032,SP0297487032,52.481204,-1.9576380
      343820,      365457,SJ4382065457,53.183229,-2.8421317
      431068,      319270,SK3106819270,52.770136,-1.5409552
      337498,      390614,SJ3749890614,53.408621,-2.9416821
      457267,      339922,SK5726739922,52.953627,-1.1490511
      384443,      391365,SJ8444391365,53.418854,-2.2355427
      392886,      409043,SD9288609043,53.577934,-2.1089137
      398603,      296542,SO9860396542,52.566704,-2.0220421
      332186,      396537,SJ3218696537,53.461195,-3.0228548
      435234,      386439,SK3523486439,53.373642,-1.4718783
      403962,      282934,SP0396282934,52.444357,-1.9431375
      391376,      408935,SD9137608935,53.576940,-2.1317159
      431597,      471688,SE3159771688,54.140064,-1.5178508
      381897,      404401,SD8189704401,53.535944,-2.2746067
      383700,      400244,SD8370000244,53.498639,-2.2471857
      379769,      406546,SD7976906546,53.555145,-2.3068528
      460177,      452367,SE6017752367,53.963892,-1.0842585
      361922,      374235,SJ6192274235,53.263736,-2.5723237
      410640,      291571,SP1064091571,52.521915,-1.8446167
      390410,      403888,SD9041003888,53.531559,-2.1461481
      435719,      386974,SK3571986974,53.378418,-1.4645286
      433677,      382724,SK3367782724,53.340351,-1.4956740
      384350,      398481,SJ8435098481,53.482812,-2.2372987
      342012,      366060,SJ4201266060,53.188454,-2.8692928
      465324,      348397,SK6532448397,53.028881,-1.0274343
      390685,      410532,SD9068510532,53.591282,-2.1421999
      389087,      420694,SD8908720694,53.682589,-2.1667020
      319625,      470693,SD1962570693,54.125785,-3.2313705
      325204,      476389,SD2520476389,54.177810,-3.1474369
      385185,      397445,SJ8518597445,53.473525,-2.2246669
      391155,      290923,SO9115590923,52.516118,-2.1317715
      385137,      397409,SJ8513797409,53.473200,-2.2253883
      372825,      401932,SD7282501932,53.513359,-2.4112657
      385187,      397447,SJ8518797447,53.473543,-2.2246369
      300792,      511441,NY0079211441,54.488572,-3.5329942
      469332,      260372,SP6933260372,52.237183,-0.98613507
      475711,      260897,SP7571160897,52.241063,-0.89262291
      336070,      418804,SD3607018804,53.661795,-2.9689286
      385570,      540078,NY8557040078,54.755437,-2.2257336
      446757,      373515,SK4675773515,53.256589,-1.3005948
      405628,      344831,SK0562844831,53.000771,-1.9175880
      386056,      388943,SJ8605688943,53.397129,-2.2111651
      441490,      329881,SK4149029881,52.864820,-1.3851465
      365593,      525893,NY6559325893,54.626992,-2.5344444
      459886,      451699,SE5988651699,53.957922,-1.0888243
      343401,      395667,SJ4340195667,53.454702,-2.8538047
      316473,      480326,SD1647380326,54.211836,-3.2822632
      384523,      402402,SD8452302402,53.518061,-2.2348867
      406629,      290150,SP0662990150,52.509204,-1.9037590
      378079,      386165,SJ7807986165,53.371886,-2.3309336
      398329,      302725,SJ9832902725,52.622287,-2.0261178
      431518,     470448,SE3151870448,54.128925,-1.5191889
      364350,      311652,SJ6435011652,52.701359,-2.5290050
      466479,      521014,NZ6647921014,54.579971,-0.97299803
      384354,      378404,SJ8435478404,53.302350,-2.2362360
      372184,      408416,SD7218408416,53.571604,-2.4215105
      476221,      261348,SP7622161348,52.245047,-0.88505384
      475331,      260862,SP7533160862,52.240801,-0.89819473
      475882,      260766,SP7588260766,52.239862,-0.89014847
      475364,      260706,SP7536460706,52.239394,-0.89774627
      406635,      288824,SP0663588824,52.497283,-1.9036966
      367974,     352187,SJ6797452187,53.065957,-2.4793815
      368514,      354164,SJ6851454164,53.083760,-2.4715174
      407015,      286869,SP0701586869,52.479703,-1.8981397
      427935,      436132,SE2793536132,53.820718,-1.5771486
      330183,      413019,SD3018313019,53.609053,-3.0567003
      442154,      445106,SE4215445106,53.900415,-1.3599446
      409785,      415551,SE0978515551,53.636390,-1.8534891
      319710,      469129,SD1971069129,54.111745,-3.2296540
      320252,      470249,SD2025270249,54.121893,-3.2216614
      319659,      469313,SD1965969313,54.113390,-3.2304829
      377141,      398390,SJ7714198390,53.481729,-2.3459229
      432534,      473308,SE3253473308,54.154565,-1.5033349
      432541,      473249,SE3254173249,54.154034,-1.5032340
      432723,      473071,SE3272373071,54.152423,-1.5004666
      432644,      473287,SE3264473287,54.154369,-1.5016529
      432584,      473406,SE3258473406,54.155442,-1.5025587
      432472,      473352,SE3247273352,54.154964,-1.5042795
      432440,      473182,SE3244073182,54.153438,-1.5047876
      431766,      473313,SE3176673313,54.154657,-1.5150935
      431941,      473158,SE3194173158,54.153254,-1.5124304
      431207,      473295,SE3120773295,54.154530,-1.5236545
      431192,      473174,SE3119273174,54.153443,-1.5238966
      431562,      472605,SE3156272605,54.148307,-1.5182909
      431864,      472599,SE3186472599,54.148235,-1.5136682
      431168,      472445,SE3116872445,54.146893,-1.5243391
      431456,      472481,SE3145672481,54.147199,-1.5199265
      431481,      472500,SE3148172500,54.147368,-1.5195418
